,S,K,T,r,sigma,value
0,174.52634024133872,70.85602554749215,4.850759882848677,0.02212039384917816,0.7630840183573613,24.79747806227398
1,53.3325212503668,98.6480757290125,2.3069960271424153,0.032318928964847685,1.0658511405097972,63.06596605657907
2,11.894874259262501,105.21253780323656,2.3538132316884997,0.02264868670033385,0.4587634475194514,87.8637295676501
3,122.45273802241627,86.35885714194808,1.4939907383131819,0.04552077468015592,1.1858281442920282,34.90922365501871
4,74.68705619730407,111.56147773820456,0.16284582832994277,0.004817740218325914,0.9642947898278165,39.550759520794514
5,93.46996432043674,91.90430193210639,1.44099234436406,0.014201860153320294,0.14420119424886396,4.761284592080948
6,32.17700598466471,69.22727936361346,3.661086311832385,0.04374186518545424,0.23191328182949694,27.557283380868768
7,47.17063613383876,104.1772885682181,2.202221534680863,0.049467948054957606,0.790585574178874,58.595466432731904
8,22.429990592213734,129.43624182074552,0.935345394055091,0.022401568589942668,1.4010845210494338,107.26835607069793
9,136.3402169540098,98.41227955675114,3.5575927711287743,0.03942340751293447,1.0121860849372524,49.39265590917774
10,59.843999367149415,135.41870218690806,2.4408168130956795,0.04261682804808753,1.0534384475577045,88.43382696827585
11,40.55742976665147,115.196013260032,4.420223185669357,0.02000457156567467,1.4204953154263598,96.88642821835774
12,166.85057627811017,119.02519184404755,3.9620572019608735,0.03409866033698695,0.09075928658961609,0.032829928280109444
13,135.27327041706468,57.028270164407935,3.4820377870494896,0.02913862779764045,0.7293453706920561,14.038228193065965
14,16.380237483205207,53.45226646965331,0.7894971567461379,0.006200766696158482,1.4037281907728183,39.83203702452967
15,162.68490502536744,110.15258135424043,2.2042102193941977,0.03620557583660759,1.361239873156259,62.105957049717716
16,123.21202299310094,117.68795892793067,3.1987411262695558,0.044407871728041434,0.8691860268414378,53.24774520048952
17,121.76864918537633,62.571584889191456,0.2495848569766851,0.046394397128481625,1.1742619864877912,3.043786109551064
18,165.75121137730093,73.93924721330768,2.289967387161223,0.02007863185620336,0.07898637816399726,8.236488560278345e-13
19,60.62661665633043,140.21417571376304,2.466837464098044,0.02919279060181514,1.2254308823218951,101.78387012016907
20,160.74195929735237,126.34508749198639,0.10818073254151739,0.04539282817607097,0.2184301165057988,0.0008187264068815481
21,170.78115620710835,50.06887825088787,1.8664280581782529,0.04238088319108492,1.2651138363621168,16.140645050127787
22,29.1959837026603,117.95593589470705,3.4341989866940588,0.04547000468869836,0.356750404821321,72.11171290829047
23,131.93773241312263,60.447750614268074,2.430256437655914,0.018688016871354452,0.3831384116874151,1.9238969178436314
24,75.50007537844363,144.43880422860167,2.4894858930442822,0.03616095617213504,0.23367055002946518,57.532810375614204
25,94.72306118391123,50.07665471477144,2.9993589747392106,0.0037832987833791446,0.8908052876764796,20.496938038036266
26,177.6217717288393,98.5751305917049,2.8804216878575133,0.026931317453298152,0.23171031180680712,0.9141751255488382
27,61.843989181261506,56.39084414386174,0.7900614565742081,0.03368582140054478,0.6216660846777955,9.525243515583899
28,32.39554243542282,74.59264008659281,1.3290405847578801,0.04635477463214649,0.775722848321505,42.0464676631575
29,109.10409659772735,140.65068408706242,3.51619477444494,0.04756807222602331,0.7686613748880694,65.3513401242526
30,109.85114760438113,56.97331471899283,0.4655277377442807,0.04550989206967242,0.12306413758065539,2.745061620476412e-16
31,109.81891027541361,59.75810678152479,3.05492180523828,0.031312936021631786,0.09309593077352554,1.9935145479993617e-05
32,30.1451363362532,93.99603447003673,0.40297536638026876,0.0336897051151528,0.8439970697864059,62.762839518186325
33,58.56486006526478,116.19411315396506,2.161555693010084,0.04634390200616524,1.3130603741702829,79.48896927000003
34,66.05894932943993,99.52601430796526,4.358651446042482,0.0180105420258172,0.7068046342584328,56.48566282466974
35,53.86058191164014,146.37453758905517,2.602238420329266,0.0028565836188884637,1.304296974925827,120.8954489914878
36,155.21721678099308,51.48629679210684,3.8223421313286465,0.026770108682106383,0.8381465475676676,15.479585463502138
37,29.290326170402036,118.75510161563325,3.208270669183907,0.013799897817475558,1.0081475611617152,95.15919171371961
38,122.81665314913526,67.66873821989742,0.4225787315016777,0.024851571389685752,0.24696348771723708,0.0002709733438644689
39,175.40393959280584,145.1907267798482,4.9591719493327915,0.034393929280796674,1.0172431524694963,84.97819992275325
40,64.33549909953025,98.92322413039169,1.94567511541555,0.01631904633280536,1.4118013170397958,70.59817575145001
41,19.45233198934373,132.18667601864317,0.923620122045436,0.02270116829827731,1.2570621007110623,111.31849866718863
42,142.35596420365468,119.75592698638722,3.3788662797751305,0.03690307433101778,0.1964917287928512,5.056586395882849
43,152.11688966019096,71.79567983594583,1.5441234058851978,0.015103612879989885,1.014834613172449,19.309275120098548
44,8.202854344753362,104.17024129785493,1.1057013122439279,0.04656893040164302,0.6485507149593712,90.73986387469809
45,179.363419554556,122.18337186260668,1.5892399627987204,0.023781168504187336,1.3442079266162374,60.83938954957059
46,142.48672501155443,106.11795920851597,1.6788668890380753,0.04568002293586291,0.13061515170861496,0.09914425281691308
47,190.66469280816017,120.22078855300707,1.544687018422134,0.04123572222377845,0.1251024089507263,0.002164650631542378
48,152.6675615793907,115.21069449624297,3.661538773973336,0.02300153670167327,1.4350411612069514,84.43970442754855
49,46.203590765365355,117.80772887966805,3.9883477219012797,0.03047585347866874,0.9970181242084991,83.09145780999064
50,110.07454409364918,100.90891838485747,3.6978610273066312,0.032013383770532776,1.49301132238055,74.65442520707674
